40876,28468
4347,1944
32528,98
11328,2001
299534,14337
1427,1279
10740,1374
41154,14337
424694,15237
57685,101
11208,11036
12483,11281
866,634
370663,49007
12543,1266
32868,9971
58857,12483
258480,57825
72051,26390
572468,20357
38843,12604
449176,27091
133805,27799
57174,2959
36799,21634
49519,15503
407655,14114
7220,272
182291,26280
9953,9813
357096,205
319888,8842
424694,20941
220029,26280
224141,6478
18711,10608
75301,21290
11081,9481
26371,18923
466272,15237
80346,1266
31093,949
24653,240
9813,3875
78293,521
1259,276
21200,303
505225,9692
20495,11937
307663,17478
400617,11130
12924,81
50270,21301
10472,10103
31093,13820
21168,15318
2841,1427
58978,50124
116149,20128
58978,50270
17452,953
378064,9953
12086,489
27799,10625
11099,744
205775,2299
41171,9479
52538,10818
786,464
395834,2502
74643,41747
12703,10692
33065,10882
67693,22085
51052,41171
74997,15775
114218,41847
31781,598
203912,3056
844,185
21634,20148
15775,1024
51363,1572
34671,7862
21198,11224
449176,11171
11588,3511
412117,594
228165,18475
13446,12249
44564,4380
363676,56766
17899,7548
32171,797
9401,1538
1429,594
13373,12634
22538,22085
59700,11395
489925,70476
786,27
423899,24685
41747,11596
13969,12620
24685,769
50544,24363
844,769
52512,346
12249,11300
436391,21115
42318,37636
258480,4599
11193,812
11208,2313
334541,16358
57825,39781
31781,10952
21634,18923
41472,24402
11372,613
76684,1259
34308,29592
205587,22315
9830,7972
11835,4836
14207,89
315011,3056
41714,949
24021,12583
866,468
15644,10017
39851,507
261470,38
10559,9830
1024,276
35558,9528
47200,10818
50270,24653
11051,615
11588,1586
26280,20148
59700,9479
5460,796
400387,10609
21301,103
21200,10066
152532,20941
21057,9688
8849,968
20125,957
10145,2832
34601,4771
468224,10609
39504,7350
27066,38
9833,1427
370663,42318
296524,11866
445954,205
27576,19180
17899,12281
47120,14174
20912,13820
146233,6947
32528,9453
25313,4148
15859,11036
192132,13416
58978,24402
8846,634
47336,562
281957,33403
377154,40056
281957,23857
25313,9499
76163,10145
70476,31923
7220,1924
36091,1628
32298,521
449176,17651
74018,14024
318781,12086
500664,12140
449176,140
47120,22705
26579,979
2604,1595
23601,843
15157,14114
1903,1280
12877,101
11208,10472
844,80
345887,11636
11128,571
1677,69
9453,615
10795,10740
334304,44415
27621,14134
146233,10742
416477,44656
389015,8842
9953,634
34814,20669
14462,14277
453201,21175
26280,25350
91356,5552
445954,1279
57174,50124
154400,43410
13649,5528
258480,42318
4552,2841
10956,8981
76684,27066
14869,6947
709,436
41847,4588
21634,13193
205596,11184
14114,8328
4380,1628
27799,20771
26579,17899
47336,8090
11797,10361
10417,423
37797,38
80346,4771
18172,13416
40205,38878
449176,342
7548,627
13678,11210
20357,10066
205596,38349
290512,13678
7944,27
20495,15788
398978,49214
72190,924
34099,89
20941,9800
11841,9550
494974,10609
332283,34308
1649,464
9550,604
97630,21175
58978,28468
44593,1538
273153,25379
258480,78293
20669,10781
14653,14474
16133,787
26463,11395
496243,11658
9971,1259
57685,1923
56292,2349
264644,16131
637,613
549559,15774
1986,1404
466282,56903
276,226
61979,9675
10740,6022
34308,1955
15775,8067
18254,10609
9550,146
33431,521
28769,8871
39781,9692
425895,127642
51363,769
89185,27799
57685,13820
199584,11658
422,401
19398,1966
40976,1903
25313,1259
10330,442
6478,2005
33403,101
332283,56766
12271,11184
277216,14114
40990,8090
27066,5443
400547,18165
41847,14202
40807,32171
376660,70476
5961,2517
14846,859
21301,17006
52371,11632
2698,866
26280,4676
21634,2003
10618,10109
12113,11169
59474,44125
4253,439
528888,21301
40876,23830
14134,7508
258480,2288
11162,1934
21634,18165
23857,628
27091,21634
339967,3056
122906,866
46975,16131
133805,1279
44214,10677
286217,11866
9393,424
14883,4995
83144,2176
20497,10677
335984,17110
182291,21634
1643,276
192136,16635
193893,1640
1374,70
377154,20148
346685,2841
74997,12580
303991,38349
11109,867
11968,436
468224,49214
429200,86195
39781,33623
572468,54582
14653,1259
31093,1923
1213,140
17130,13073
1595,103
38878,14207
449176,18923
14292,10637
83389,12924
18711,4176
71469,2349
205015,57174
68728,39504
313369,9833
5528,786
300671,9509
38050,14846
19294,1538
12612,984
20453,12086
20669,19204
17899,11184
180863,39851
32298,1259
20125,5065
11588,1903
517468,163957
36091,1259
449985,1538
13698,4553
24196,10692
22705,5443
399121,24685
31781,65
27066,9971
508664,49214
16635,1874
449176,1966
19294,13820
32171,10052
323677,8842
32930,18475
27069,867
40990,507
28740,4349
16791,16119
449176,38349
120515,37265
37265,9971
504608,6478
16995,11169
205868,10437
15644,11564
399019,45881
14574,9393
179826,54582
400090,11636
449176,13193
70476,10818
74997,57685
20575,27
310307,9372
76684,37265
438799,613
15237,872
39781,19294
11130,4974
112160,2319
34843,1165
80346,1538
26280,17651
39781,9953
333354,10589
12612,11423
112160,4599
449749,15859
40976,1278
45110,38867
62001,1653
4599,334
12703,311
12086,9373
11169,103
26390,842
11004,9675
54139,11128
72051,4982
21290,13597
45759,11423
10161,2567
11658,10355
40990,10742
2517,548
47200,28031
505225,45881
23857,8966
21776,12150
44373,10367
37636,19935
12543,11423
9550,605
11216,2288
46342,15069
46342,11423
21634,19398
11058,1903
8545,1901
24653,238
6283,4553
44564,24363
29095,10361
33065,11224
10589,3600
258480,33623
38843,1997
21200,949
528949,20344
398978,16433
21634,17651
10938,342
10947,5528
363579,21115
422,70
21200,1923
258480,54582
487558,34843
377154,17651
449176,19398
4599,744
296098,19180
37645,34601
22085,15394
415086,9372
1997,89
2288,744
378064,16605
14978,525
27215,13193
38884,1653
15503,655
16635,1123
14211,13678
449176,182291
32868,421
11631,8981
449176,4676
34601,4836
52512,14696
11328,507
59700,13396
11636,3134
1126,111
59474,21634
1913,70
57289,4234
6641,5443
12703,281
1538,101
36557,25631
504608,71043
4553,252
12543,10651
38878,89
205868,11881
453201,28740
45759,1949
171274,19294
389015,16232
712,594
41171,11395
15503,1255
114150,13969
23601,4507
341174,41472
149870,12924
49007,10818
331482,9528
13969,8277
75311,5552
194662,9833
44593,115
401,380
205596,11534
28769,9479
47964,2349
21634,11534
44634,11564
463272,20495
370663,33623
34601,11835
44634,1923
14337,1267
11807,1404
157336,15774
32171,510
23949,12281
8849,254
277216,20941
150689,21198
28769,9647
12109,745
224141,33065
27066,8846
44214,1595
277216,9528
9596,8873
13542,5125
11887,5528
50270,42318
317091,48266
20128,851
34671,423
44125,11171
27091,26280
377154,182291
21175,1852
52512,11878
33403,11421
8981,858
38349,21634
49022,4974
508664,16433
286565,56903
691906,18475
11081,2832
50270,47120
25376,12612
9372,7512
26579,634
72051,31598
10417,821
1944,1826
40056,21634
26232,1653
9393,613
62215,12483
14846,426
10361,814
17110,636
10938,2003
10677,621
11866,949
44634,949
74997,44634
16133,2501
11801,1944
637,80
306819,25313
64328,21290
15503,7972
501630,16358
26463,13377
10589,660
26579,9777
11534,10139
10417,8056
12877,11423
458723,20357
12580,101
389015,24747
14537,12483
61979,17478
340613,1944
22085,8052
12281,11778
14978,6575
273153,57825
401,115
449176,59474
74997,11328
24196,5486
21290,14900
2517,334
74997,31093
41747,509
458723,11588
9509,4771
395834,11636
39781,11632
33623,28031
20128,2086
13542,5336
1562,1126
36091,1024
339380,1913
573791,21115
124905,3056
844,843
519141,342
43410,8012
32868,23601
19180,1669
458594,42584
500664,17110
297762,25379
466272,57289
258480,4974
74997,42584
10589,9292
19105,9596
10145,167
76684,28468
33431,2832
332283,34843
14134,9325
439,401
41714,1923
39504,606
11036,7555
15644,1923
301846,12583
438799,34671
17899,13416
179144,363
41714,101
1366,70
16367,4553
357096,46342
16430,1923
43410,769
233364,127642
11058,2637
41714,11564
11596,11058
34327,11128
290764,25631
86195,17899
80,76
36647,7220
281957,12703
395834,6947
57174,712
449176,36799
19908,924
10109,9053
445629,8842
382399,10677
263472,48594
32868,4380
59474,36834
33623,10818
9619,9391
51828,38
575452,20941
14462,25
36091,1903
57289,11216
423899,28740
12481,4553
1578,1280
200727,56903
28973,1653
24747,10637
32868,14653
56766,29592
3875,1369
424694,11184
26463,9647
339692,11328
25350,21634
517991,11658
20497,11632
25460,1645
345887,47336
33403,468
41847,11702
52371,14978
133805,13416
407655,33065
205868,9647
24747,9291
543540,18475
10139,1966
4380,1259
39781,19935
4599,425
52512,3777
44415,13654
350,80
12140,9323
38980,5460
39781,25379
370663,52538
525,464
86195,53932
11169,2275
86331,27
11058,1018
27431,3056
10139,4676
61891,11162
16430,101
340837,24653
2567,1913
26280,13193
12109,744
363676,20544
281957,1279
326359,12604
374720,2567
416234,48594
24196,979
25460,17899
286217,15774
273153,9692
40876,10474
434873,20669
26280,18923
10296,4836
17478,9659
86331,58978
20495,19133
11224,363
449176,24363
74997,12877
130294,11128
34433,12924
5123,2288
22085,8065
266856,34843
29592,20544
20357,1923
273153,3875
445954,25460
449176,40056
10557,1404
45110,27066
16791,14442
11036,688
27069,275
33403,185
401847,71043
502425,16635
23857,7131
10990,1640
32298,22152
10795,363
38051,1901
45110,4507
11036,1366
29095,12583
158011,21776
436,207
74997,41714
8849,2291
13416,10637
21198,11236
244509,34601
568091,25126
281957,42584
8981,2698
11099,9963
110415,2319
133805,844
40056,26280
10417,637
2299,284
15775,769
27066,12086
29515,21301
10296,455
12556,11130
13678,8358
258480,47200
410895,83144
37257,22315
11162,914
78293,949
38349,27066
1404,455
14653,12531
222058,34099
17899,5460
9971,4823
11058,638
21407,20669
205587,16358
39504,2312
220029,21634
10999,9830
10196,2319
72051,46027
34308,10161
10367,8012
167810,15318
305091,9372
16605,10818
316029,15237
27069,562
15708,1966
16520,14247
376867,140
297762,7220
277216,3875
449176,18165
7548,2770
298312,16131
22881,14292
44634,101
370663,11632
41747,10403
10637,8842
13073,7326
36091,13523
49007,18620
140420,20128
13967,1677
28178,9688
376660,16605
26280,19398
568332,9596
11081,984
1595,73
457799,2567
340027,32171
266856,10609
2502,2501
2319,118
27066,25313
4253,425
28333,20495
179144,86195
396371,22315
399361,436
11662,604
46342,9481
156022,1538
18165,10139
80613,1653
45110,1259
34099,14207
74997,25460
2503,2502
15800,5552
74997,47336
10740,712
58857,25350
273153,19294
24685,226
6947,1923
4253,744
19180,582
70476,9779
83144,521
14207,6637
14207,217
14024,10947
57825,14134
50270,41472
394723,40876
13532,5552
61791,15859
377154,11171
27069,2149
10742,1571
370663,25379
467952,18923
273153,71043
10109,146
163957,15648
1562,924
76684,843
10103,5723
24653,1422
222935,9675
9391,579
48266,627
8204,421
21634,11171
14207,87
11162,8583
263472,8846
21634,1966
398181,48266
161337,10361
15644,949
375183,39403
28769,10437
33065,5393
253161,45881
10545,9833
449176,15058
553100,127642
49494,32528
13193,4927
295964,7548
15318,626
473033,51363
12249,11475
14024,786
445954,10296
522098,363
14247,9545
395834,10296
16433,10858
606856,44415
500664,11662
269149,17452
339692,20912
6575,442
45881,4348
967,615
38365,9688
303991,25126
332283,20544
64689,43410
4253,637
424694,59474
152737,16358
59967,1538
620413,127642
399121,28740
40976,266
17478,12253
12249,339
76649,32528
59965,9509
11081,8090
14844,13969
28468,1280
11328,8012
186992,342
13078,5460
258480,19398
25379,9813
608748,25631
61979,24363
11232,11036
